WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Estimates Start After
924,CHN,PPPGDP,China,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",271.921,312.828,362.053,416.864,497.56,582.594,647.219,740.858,852.888,923.559,995.375,1134.039,1325.481,1545.987,1785.885,2024.185,2266.714,2520.675,2751.244,3006.613,3338.299,3697.446,4100.895,4605.114,5207.28,5984.795,6950.678,8149.415,9106.992,10028.619,11225.111,12539.482,13775.337,15098.444,16512.19,17835.078,19224.459,20917.221,22803.146,24798.514,25960.998,29420.351,32498.705,35478.489,38154.219,40716.448,43252.835,45905.525,48762.925,51490.876,54226.329,2024
924,CHN,NGDP_D,China,"Gross domestic product, deflator",The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.,Index,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",17.141,17.678,17.752,17.949,18.824,20.719,21.704,22.809,25.576,27.839,29.472,31.157,33.647,38.726,46.636,53.024,56.534,57.446,56.867,56.112,57.278,58.548,58.973,60.552,64.739,67.589,70.213,75.783,81.333,81.267,86.376,93.549,96.497,99.02,99.917,100,101.171,105.15,108.809,110.625,111.913,116.038,118.32,117.823,116.962,116.624,117.498,119.323,121.503,123.79,126.207,2024
924,CHN,NGDPRPC,China,"Gross domestic product per capita, constant prices",GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2688.434,2786.947,2990.497,3269.916,3718.249,4160.69,4461.198,4901.413,5365.64,5507.755,5640.382,6135.919,6931.282,7807.508,8732.25,9592.483,10439.386,11298.025,12083.466,12914.699,13915.933,14969.254,16243.445,17780.359,19464.249,21562.945,24165.893,27444.055,29936.678,32605.103,35884.554,39035.82,41787.627,44769.971,47802.186,50905.65,54001.093,57401.127,61049.549,64537.593,65950.154,71568.329,73840.025,77925.079,81904.265,85336.743,88913.702,92874.253,96883.354,100740.032,104450.193,2024
924,CHN,NGDPRPPPPC,China,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2021 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",782.361,811.029,870.264,951.578,1082.047,1210.802,1298.253,1426.36,1561.454,1602.811,1641.407,1785.613,2017.072,2272.062,2541.171,2791.507,3037.965,3287.837,3516.408,3758.305,4049.674,4356.201,4727.004,5174.261,5664.289,6275.031,7032.514,7986.492,8711.87,9488.408,10442.761,11359.81,12160.614,13028.505,13910.91,14814.049,15714.853,16704.297,17766.024,18781.079,19192.148,20827.093,21488.179,22676.97,23834.953,24833.838,25874.768,27027.328,28194.016,29316.347,30396.041,2024
924,CHN,NGDPPC,China,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",460.838,492.685,530.869,586.925,699.915,862.061,968.244,1117.978,1372.336,1533.291,1662.337,1911.788,2332.147,3023.566,4072.399,5086.352,5901.813,6490.229,6871.53,7246.729,7970.823,8764.235,9579.177,10766.45,12600.902,14574.192,16967.691,20798,24348.353,26497.295,30995.749,36517.566,40323.774,44331.363,47762.558,50905.65,54633.425,60357.165,66427.683,71394.729,73807.106,83046.135,87367.65,91813.807,95796.587,99523.315,104472.045,110820.218,117716.495,124706.073,131823.748,2024
924,CHN,NGDPDPC,China,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",307.533,289.007,280.5,297.077,301.687,293.534,280.42,300.37,368.709,407.249,347.545,359.122,422.899,524.75,472.505,609.022,709.843,782.914,829.995,875.403,962.844,1058.845,1157.325,1300.767,1522.4,1778.515,2128.055,2733.851,3503.948,3878.741,4578.228,5651.562,6388.178,7155.028,7774.592,8174.332,8222.25,8930.226,10040.46,10334.456,10695.519,12877.533,12968.171,12960.729,13312.7,13687.267,14534.224,15519.13,16558.924,17575.897,18617.42,2024
924,CHN,PPPPC,China,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",275.489,312.603,356.162,404.691,476.786,550.391,602.025,677.821,768.187,819.455,870.593,979.114,1131.236,1304.443,1490.1,1671.209,1852.057,2038.952,2205.211,2390.26,2633.912,2897.072,3192.526,3563.585,4005.97,4577.071,5287.778,6167.771,6857.571,7514.889,8371.264,9294.288,10134.737,11042.848,11996.128,12893.511,13807.5,14939.698,16225.262,17586.601,18384.413,20827.093,23020.156,25167.94,27092.779,28978.03,30852.512,32819.828,34950.54,37007.214,39088.315,2024
924,CHN,NGAP_NPGDP,China,Output gap in percent of potential GDP,"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, IMF Estimates of Potential Output: Theory and Practice, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46.",Percent of potential GDP,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,CHN,PPPSH,China,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Expressed in percent of world GDP in PPP dollars. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Percent,Units,"See notes for:  Gross domestic product, current prices (National currency).",2.06,2.116,2.294,2.479,2.733,2.995,3.158,3.396,3.617,3.638,3.64,3.922,4.023,4.499,4.947,5.298,5.613,5.896,6.2,6.455,6.668,7.051,7.495,7.963,8.34,8.884,9.517,10.328,11.015,12.135,12.768,13.467,14.075,14.687,15.259,15.805,16.359,16.851,17.268,17.729,18.599,18.838,18.76,19.118,19.454,19.681,19.878,20.076,20.245,20.353,20.409,2024
924,CHN,PPPEX,China,Implied PPP conversion rate,"Expressed in national currency per current international dollar. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the Statistical Appendix of the October 2024 WEO, Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",National currency per current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency).",1.673,1.576,1.491,1.45,1.468,1.566,1.608,1.649,1.786,1.871,1.909,1.953,2.062,2.318,2.733,3.044,3.187,3.183,3.116,3.032,3.026,3.025,3.001,3.021,3.146,3.184,3.209,3.372,3.551,3.526,3.703,3.929,3.979,4.014,3.981,3.948,3.957,4.04,4.094,4.06,4.015,3.987,3.795,3.648,3.536,3.434,3.386,3.377,3.368,3.37,3.372,2024
924,CHN,NID_NGDP,China,Total investment,Expressed as a ratio of total investment in current local currency and GDP in current local currency. Investment or gross capital formation is measured by the total value of the gross fixed capital formation and changes in inventories and acquisitions less disposals of valuables for a unit or sector. [SNA 1993],Percent of GDP,Units,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2024 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 04/08/2025,34.901,32.985,31.843,31.795,34.258,38.953,37.607,37.184,38.934,36.991,33.919,35.422,39.264,43.459,40.323,39.119,37.766,35.736,35.041,34.318,33.727,35.62,36.146,39.498,41.744,40.039,39.608,40.131,42.086,45.045,46.505,46.555,45.769,45.736,45.198,42.635,42.167,42.666,43.427,42.634,42.271,42.708,42.377,41.13,40.42,40.47,40.724,41.125,41.569,41.86,41.969,2024
924,CHN,NGSD_NGDP,China,Gross national savings,"Expressed as a ratio of gross national savings in current local currency and GDP in current local currency. Gross national saving is gross disposable income less final consumption expenditure after taking account of an adjustment for pension funds. [SNA 1993] For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment.",Percent of GDP,Units,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2024 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 04/08/2025,32.572,31.987,35.026,35.08,35.052,34.187,35.47,36.607,36.483,35.705,38.518,38.723,38.203,41.948,43.028,41.563,40.684,39.555,38.08,36.236,35.402,36.908,38.529,42.059,45.228,45.731,47.896,49.908,51.124,49.744,50.379,48.339,48.249,47.251,47.404,45.227,43.839,44.175,43.598,43.34,43.919,44.648,44.798,42.571,42.681,42.355,42.409,42.785,43.138,43.383,43.482,2024
924,CHN,PCPI,China,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2024 Harmonized prices: No Base year: 2015. CPI is calculated from authorities' series reported on a PY=100 basis, with weights in the basket adjusted regularly. Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",17.776,18.22,18.584,18.956,19.468,21.279,22.662,24.316,28.887,34.087,35.197,36.451,38.768,44.438,55.229,64.504,69.866,71.808,71.248,70.249,70.496,71.006,70.462,71.281,74.056,75.396,76.502,80.154,84.839,84.252,87.057,91.773,94.178,96.65,98.578,100,101.996,103.607,105.774,108.847,111.557,112.582,114.807,115.069,115.313,115.283,116.014,117.656,119.784,122.033,124.443,2024
924,CHN,PCPIPCH,China,"Inflation, average consumer prices",Annual percentages of average consumer prices are year-on-year changes.,Percent change,Units,"See notes for:  Inflation, average consumer prices (Index).",,2.5,2,2,2.7,9.3,6.5,7.3,18.8,18,3.256,3.563,6.357,14.624,24.283,16.794,8.312,2.781,-0.781,-1.401,0.352,0.724,-0.766,1.162,3.893,1.809,1.467,4.774,5.845,-0.692,3.33,5.416,2.621,2.625,1.995,1.442,1.996,1.579,2.092,2.905,2.49,0.918,1.976,0.228,0.212,-0.026,0.634,1.415,1.809,1.878,1.974,2024
924,CHN,PCPIE,China,"Inflation, end of period consumer prices","Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.",Index,Units,"Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2024 Harmonized prices: No Base year: 2015. CPI is calculated from authorities' series reported on a PY=100 basis, with weights in the basket adjusted regularly. Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,,,19.307,21.469,22.886,24.923,31.876,33.98,35.441,37.036,40.295,48.291,60.632,66.765,71.385,71.624,70.827,70.049,71.028,70.771,70.477,72.746,74.539,75.763,77.915,82.993,83.923,85.439,89.302,92.963,95.34,97.702,99.157,100.795,102.714,104.606,106.606,111.324,111.621,113.264,115.328,115.056,115.087,115.554,116.631,118.614,120.78,123.101,125.586,2024
924,CHN,PCPIEPCH,China,"Inflation, end of period consumer prices",Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,Units,"See notes for:  Inflation, end of period consumer prices (Index).",,,,,,11.2,6.6,8.9,27.9,6.6,4.3,4.5,8.8,19.844,25.556,10.114,6.92,0.335,-1.113,-1.098,1.398,-0.363,-0.416,3.22,2.465,1.642,2.841,6.518,1.12,1.807,4.521,4.1,2.556,2.478,1.489,1.651,1.904,1.842,1.911,4.426,0.267,1.472,1.822,-0.236,0.027,0.406,0.933,1.7,1.826,1.922,2.018,2024
924,CHN,TM_RPCH,China,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,Units,"Source: Customs Authority Latest actual data: 2024 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Derived from value index and unit value index Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,,,,,,,,,,,,,,,,,9.412,13.741,25.165,14.656,21.943,32.141,20.1,13.385,17.693,14.901,7.545,3.117,23.094,13.422,6.591,10.647,7.774,-0.438,4.387,6.117,7.909,-1.783,-7.435,11.086,-3.001,6.343,7.47,-0.849,3.683,3.5,3.4,3.2,3.2,2024
924,CHN,TMG_RPCH,China,Volume of Imports of goods,"Percent change of volume of imports of goods refers to the aggregate change in the quantities of imports of goods whose characteristics are unchanged. The goods and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,Units,"Source: Customs Authority Latest actual data: 2024 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Derived from value index and unit value index Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,,,,,,,,,,,,,,,,,12.647,13.131,26.059,14.882,21.946,33.241,18.828,12.862,17.005,12.85,5.152,2.986,23.377,11.734,5.793,9.702,3.717,-0.67,5.432,7.297,8.588,0.44,0.002,10.666,-5.724,4.089,2.543,-4.462,3.342,2.953,2.956,2.694,2.744,2024
924,CHN,TX_RPCH,China,Volume of exports of goods and services,"Percent change of volume of exports refers to the aggregate change in the quantities of total exports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,Units,"Source: Customs Authority Latest actual data: 2024 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Derived from value index and unit value index Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,,,,,,,,,,,,,,,,,8.895,5.764,26.444,11.23,25.068,31.446,26.925,24.338,26.019,21.128,10.836,-10.56,28.461,10.964,5.882,8.76,4.295,-2.156,0.679,6.954,4.246,1.957,-3.15,18.517,-0.241,1.806,13.887,-0.346,1.587,3.4,3.2,3.16,3.2,2024
924,CHN,TXG_RPCH,China,Volume of exports of goods,"Percent change of volume of exports of goods refers to the aggregate change in the quantities of exports of goods whose characteristics are unchanged. The goods and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,Units,"Source: Customs Authority Latest actual data: 2024 Base year: 2005 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Derived from value index and unit value index Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,,,,,,,,,,,,,,,,,21.748,4.541,26.915,10.777,25.451,33.337,25.407,24.822,25.983,19.733,9.386,-10.801,29.045,11.164,6.79,9.583,4.306,-2.281,1.293,8.604,4.011,-0.287,4.781,16.22,-3.212,1.568,14.617,-1.427,1.422,3.3,3.074,3.053,3.097,2024
924,CHN,LUR,China,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2024 Notes: Reported total employment data has a definitional change from 1990 onwards Employment type: National definition Primary domestic currency: Chinese yuan Data last updated: 04/08/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.93,5.15,5.617,5.117,5.583,5.217,5.117,5.1,5.1,5.1,5.1,5.1,5.1,2024
924,CHN,LE,China,Employment,"Employment can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. Persons who during a specified brief period such as one week or one day, (a) performed some work for wage or salary in cash or in kind, (b) had a formal attachment to their job but were temporarily not at work during the reference period, (c) performed some work for profit or family gain in cash or in kind, (d) were with an enterprise such as a business, farm or service but who were temporarily not at work during the reference period for any specific reason. [Current International Recommendations on Labour Statistics, 1988 Edition, ILO, Geneva, page 47]",Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,CHN,LP,China,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2024 Primary domestic currency: Chinese yuan Data last updated: 04/08/2025,987.05,1000.72,1016.54,1030.08,1043.57,1058.51,1075.07,1093,1110.26,1127.04,1143.33,1158.23,1171.71,1185.17,1198.5,1211.21,1223.89,1236.26,1247.61,1257.86,1267.43,1276.27,1284.53,1292.27,1299.88,1307.56,1314.48,1321.29,1328.02,1334.5,1340.91,1349.16,1359.22,1367.26,1376.46,1383.26,1392.32,1400.11,1405.41,1410.08,1412.12,1412.6,1411.75,1409.67,1408.28,1405.08,1401.923,1398.713,1395.198,1391.374,1387.277,2024
924,CHN,GGR,China,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",National currency,Billions,"Source: Ministry of Finance or Treasury. Ministry of Finance (data retrieved from CEIC), National Audit Office (NAO) (data obtained from NAO audit report), IMF Staff estimates of LGFV debt based on Capital IQ data. Latest actual data: 2024 Notes: Fiscal Balance: Data differ from official figures released by China s Ministry of Finance mainly because of a difference in treatment of net contributions to the other accounts (e.g. Budget Stabilization Fund), the inclusion of social security receipts an Fiscal assumptions: Staff fiscal projections incorporate the 2025 budget as well as estimates of off-budget financing. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Authorities do not publish in GFS Manual 2001. Data estimated by staff. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds. Includes adjustments of stabilization fund, social security fund, and government-managed funds. Valuation of public debt: Face value Instruments included in gross and net debt: Loans; Securities Other than Shares Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,131.948,148.955,171.476,213.34,228.572,240.72,261.933,305.012,331.738,343.139,367.061,449.482,521.81,624.22,740.799,865.114,987.595,1144.408,1339.523,1638.604,1890.364,2171.525,2639.647,3164.929,3776.02,4925.778,7156.66,8310.115,10103.313,13081.104,15016.042,16535.608,18237.211,20076.7,21576.953,24232.569,26551.455,27790.093,26342.871,30511.65,31233.127,33684.291,34542.3,35070.3,37031.425,39491.684,42093.806,44620.96,47178.847,2024
924,CHN,GGR_NGDP,China,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government's net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,Units,See notes for:  General government revenue (National currency).,,,24.451,24.638,23.477,23.38,21.958,19.7,17.191,17.65,17.454,15.497,13.433,12.543,10.691,10.132,10.256,10.782,11.52,12.555,13.259,14.649,15.363,15.608,16.115,16.608,16.93,17.925,22.133,23.501,24.309,26.551,27.397,27.281,27.74,28.512,28.366,28.675,28.44,27.605,25.275,26.009,25.323,26.026,25.604,25.079,25.284,25.478,25.63,25.716,25.798,2024
924,CHN,GGX,China,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",National currency,Billions,"Source: Ministry of Finance or Treasury. Ministry of Finance (data retrieved from CEIC), National Audit Office (NAO) (data obtained from NAO audit report), IMF Staff estimates of LGFV debt based on Capital IQ data. Latest actual data: 2024 Notes: Fiscal Balance: Data differ from official figures released by China s Ministry of Finance mainly because of a difference in treatment of net contributions to the other accounts (e.g. Budget Stabilization Fund), the inclusion of social security receipts an Fiscal assumptions: Staff fiscal projections incorporate the 2025 budget as well as estimates of off-budget financing. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Authorities do not publish in GFS Manual 2001. Data estimated by staff. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds. Includes adjustments of stabilization fund, social security fund, and government-managed funds. Valuation of public debt: Face value Instruments included in gross and net debt: Loans; Securities Other than Shares Primary domestic currency: Chinese yuan Data last updated: 04/08/2025",,,130.761,149.013,170.968,204.914,232.16,249.266,276.599,320.774,345.374,366.095,400.306,481.337,603.633,682.372,793.755,923.356,1079.818,1353.667,1623.55,1925.158,2240.215,2499.895,2883.589,3427.928,4027.173,4909.835,7164.539,8918.784,10251.183,13128.594,15178.679,17034.245,18678.819,21837.06,24107.253,27053.988,30474.167,33835.277,36310.049,37434.933,40260.431,42366.255,44449.8,47058.8,49467.539,51972.099,55359.343,58587.337,62017.97,2024
924,CHN,GGX_NGDP,China,General government total expenditure,"Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.",Percent of GDP,Units,See notes for:  General government total expenditure (National currency).,,,24.231,24.647,23.407,22.456,22.303,20.399,18.154,18.562,18.172,16.533,14.649,13.432,12.368,11.076,10.989,11.508,12.596,14.85,16.071,17.211,18.206,17.968,17.605,17.988,18.056,17.867,22.157,25.222,24.664,26.647,27.694,28.104,28.412,31.012,31.692,32.014,32.642,33.609,34.838,31.911,32.641,32.734,32.948,33.652,33.775,33.529,33.707,33.765,33.913,2024
