STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,ADJUSTMENT,Adjustment,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2013-Q1,,93.6070200073965,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2013-Q2,,93.4081524510365,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2013-Q3,,93.2112561040892,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2013-Q4,,93.6651105397335,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2014-Q1,,93.4325605590177,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2014-Q2,,94.621348823825,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2014-Q3,,94.736286076493,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2014-Q4,,96.6035194722635,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2015-Q1,,98.3850318287066,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2015-Q2,,99.5380156237235,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2015-Q3,,100.203126446221,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2015-Q4,,101.873826101349,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2016-Q1,,103.91346901888,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2016-Q2,,105.894491766301,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2016-Q3,,108.208365517388,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2016-Q4,,109.974138834062,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2017-Q1,,107.02398259079,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2017-Q2,,112.032540444694,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2017-Q3,,114.541988117678,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2017-Q4,,114.74206597438,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2018-Q1,,117.739391281267,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2018-Q2,,117.736959427156,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2018-Q3,,117.064319333442,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2018-Q4,,120.192714536093,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2019-Q1,,122.302194214936,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2019-Q2,,124.928398866254,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2019-Q3,,127.599119216138,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2019-Q4,,129.372009819025,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2020-Q1,,134.812206554133,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2020-Q2,,134.48298298758,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2020-Q3,,135.603851430247,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2020-Q4,,135.780602500727,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q1,,137.155435629514,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q2,,138.01762929642,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q3,,140.510822090392,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2021-Q4,,141.790072694584,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q1,,142.575022764389,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q2,,143.651758975254,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q3,,143.04918969544,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2022-Q4,,137.764589364587,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q1,,133.639739080635,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q2,,126.121087986822,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q3,,125.713189694043,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2023-Q4,,127.742221871037,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q1,,126.387986545878,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q2,,127.456474843311,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q3,,128.974314393905,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2024-Q4,,131.682473301129,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,SVK,Slovak Republic,Q,Quarterly,RHP,Real house price indices,IX,Index,2025-Q1,,136.051986932238,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2000-Q1,,79.5381825773461,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2000-Q2,,79.3499695386931,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2000-Q3,,76.1479416934512,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2000-Q4,,77.741597185797,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2001-Q1,,78.4217181043515,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2001-Q2,,76.0744010212564,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2001-Q3,,77.976064396096,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2001-Q4,,75.7943170619503,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2002-Q1,,76.6329359559926,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2002-Q2,,76.2514473046744,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2002-Q3,,77.78370416244,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2002-Q4,,76.2537620339352,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2003-Q1,,75.6498992428104,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2003-Q2,,76.1780675675422,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2003-Q3,,74.5327434659855,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2003-Q4,,76.9060312849305,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2004-Q1,,70.0789460650197,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2004-Q2,,73.7085104085724,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2004-Q3,,73.626754592836,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2004-Q4,,75.1792065843422,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2005-Q1,,74.4266755532379,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2005-Q2,,74.9136960614554,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2005-Q3,,74.508208253057,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2005-Q4,,76.3087689446322,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2006-Q1,,76.1990273355587,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2006-Q2,,76.3550294924068,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2006-Q3,,76.9095960092461,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2006-Q4,,76.6596155710826,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2007-Q1,,77.5702457513029,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2007-Q2,,78.8473323709705,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2007-Q3,,78.985582170645,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2007-Q4,,77.4392266503345,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2008-Q1,,77.1959733082109,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2008-Q2,,75.7966252790688,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,AUT,Austria,Q,Quarterly,RHP,Real house price indices,IX,Index,2008-Q3,,77.409844541326,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
